Year,Month_Name,Date,State,Vehicle_Class,Vehicle_Category,Vehicle_Type,EV_Sales_Quantity
2023,aug,8/1/2023,Odisha,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,97
2023,aug,8/1/2023,Odisha,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,78
2023,aug,8/1/2023,Odisha,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,1
2023,aug,8/1/2023,Punjab,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1492
2023,aug,8/1/2023,Punjab,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,127
2023,aug,8/1/2023,Punjab,GOODS CARRIER,Others,Others,5
2023,aug,8/1/2023,Punjab,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,614
2023,aug,8/1/2023,Punjab,MOPED,2-Wheelers,2W_Personal,6
2023,aug,8/1/2023,Punjab,MOTOR CAR,4-Wheelers,4W_Personal,75
2023,aug,8/1/2023,Punjab,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,22
2023,aug,8/1/2023,Punjab,PRIVATE SERVICE VEHICLE,Others,Others,1
2023,aug,8/1/2023,Punjab,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,14
2023,aug,8/1/2023,Punjab,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,53
2023,aug,8/1/2023,Puducherry,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,3
2023,aug,8/1/2023,Puducherry,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,197
2023,aug,8/1/2023,Puducherry,MOTOR CAB,4-Wheelers,4W_Shared,4
2023,aug,8/1/2023,Puducherry,MOTOR CAR,4-Wheelers,4W_Personal,10
2023,aug,8/1/2023,Puducherry,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,2
2023,aug,8/1/2023,Puducherry,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,13
2023,aug,8/1/2023,Rajasthan,ARTICULATED VEHICLE,Others,Others,2
2023,aug,8/1/2023,Rajasthan,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,2287
2023,aug,8/1/2023,Rajasthan,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,514
2023,aug,8/1/2023,Rajasthan,GOODS CARRIER,Others,Others,17
2023,aug,8/1/2023,Rajasthan,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,4223
2023,aug,8/1/2023,Rajasthan,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,4
2023,aug,8/1/2023,Rajasthan,MOPED,2-Wheelers,2W_Personal,26
2023,aug,8/1/2023,Rajasthan,MOTOR CAB,4-Wheelers,4W_Shared,4
2023,aug,8/1/2023,Rajasthan,MOTOR CAR,4-Wheelers,4W_Personal,392
2023,aug,8/1/2023,Rajasthan,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,60
2023,aug,8/1/2023,Rajasthan,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,78
2023,aug,8/1/2023,Rajasthan,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,148
2023,aug,8/1/2023,Tamil Nadu,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,160
2023,aug,8/1/2023,Tamil Nadu,GOODS CARRIER,Others,Others,42
2023,aug,8/1/2023,Tamil Nadu,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,5920
2023,aug,8/1/2023,Tamil Nadu,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,1
2023,aug,8/1/2023,Tamil Nadu,MOPED,2-Wheelers,2W_Personal,91
2023,aug,8/1/2023,Tamil Nadu,MOTOR CAB,4-Wheelers,4W_Shared,50
2023,aug,8/1/2023,Tamil Nadu,MOTOR CAR,4-Wheelers,4W_Personal,541
2023,aug,8/1/2023,Tamil Nadu,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,234
2023,aug,8/1/2023,Tamil Nadu,OMNI BUS,Bus,Bus,19
2023,aug,8/1/2023,Tamil Nadu,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,320
2023,aug,8/1/2023,Tamil Nadu,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,13
2023,aug,8/1/2023,Tamil Nadu,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,6
2023,aug,8/1/2023,Assam,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,4945
2023,aug,8/1/2023,Assam,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,103
2023,aug,8/1/2023,Assam,GOODS CARRIER,Others,Others,2
2023,aug,8/1/2023,Assam,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,147
2023,aug,8/1/2023,Assam,MOTOR CAB,4-Wheelers,4W_Shared,12
2023,aug,8/1/2023,Assam,MOTOR CAR,4-Wheelers,4W_Personal,15
2023,aug,8/1/2023,Assam,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,20
2023,aug,8/1/2023,Assam,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,351
2023,aug,8/1/2023,Tripura,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,229
2023,aug,8/1/2023,Tripura,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,32
2023,aug,8/1/2023,Tripura,MOTOR CAR,4-Wheelers,4W_Personal,2
2023,aug,8/1/2023,Tripura,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,1
2023,aug,8/1/2023,Tripura,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,5
2023,aug,8/1/2023,Tripura,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,393
2023,aug,8/1/2023,Uttarakhand,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,911
2023,aug,8/1/2023,Uttarakhand,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,44
2023,aug,8/1/2023,Uttarakhand,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,364
2023,aug,8/1/2023,Uttarakhand,MOTOR CAR,4-Wheelers,4W_Personal,50
2023,aug,8/1/2023,Uttarakhand,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,5
2023,aug,8/1/2023,Uttarakhand,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,103
2023,aug,8/1/2023,Uttar Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,20584
2023,aug,8/1/2023,Uttar Pradesh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,1149
2023,aug,8/1/2023,Uttar Pradesh,GOODS CARRIER,Others,Others,17
2023,aug,8/1/2023,Uttar Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2678
2023,aug,8/1/2023,Uttar Pradesh,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,1
2023,aug,8/1/2023,Uttar Pradesh,MOPED,2-Wheelers,2W_Personal,7
2023,aug,8/1/2023,Uttar Pradesh,MOTOR CAB,4-Wheelers,4W_Shared,12
2023,aug,8/1/2023,Uttar Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,470
2023,aug,8/1/2023,Uttar Pradesh,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,24
2023,aug,8/1/2023,Uttar Pradesh,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,89
2023,aug,8/1/2023,Uttar Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1294
2023,aug,8/1/2023,West Bengal,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,522
2023,aug,8/1/2023,West Bengal,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,20
2023,aug,8/1/2023,West Bengal,GOODS CARRIER,Others,Others,7
2023,aug,8/1/2023,West Bengal,LUXURY CAB,4-Wheelers,4W_Shared,5
2023,aug,8/1/2023,West Bengal,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,508
2023,aug,8/1/2023,West Bengal,MOTOR CAB,4-Wheelers,4W_Shared,4
2023,aug,8/1/2023,West Bengal,MOTOR CAR,4-Wheelers,4W_Personal,169
2023,aug,8/1/2023,West Bengal,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,3
2023,aug,8/1/2023,West Bengal,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,113
2023,aug,8/1/2023,West Bengal,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,103
2023,aug,8/1/2023,Bihar,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,6415
2023,aug,8/1/2023,Bihar,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,94
2023,aug,8/1/2023,Bihar,GOODS CARRIER,Others,Others,3
2023,aug,8/1/2023,Bihar,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,708
2023,aug,8/1/2023,Bihar,MOPED,2-Wheelers,2W_Personal,2
2023,aug,8/1/2023,Bihar,MOTOR CAB,4-Wheelers,4W_Shared,1
2023,aug,8/1/2023,Bihar,MOTOR CAR,4-Wheelers,4W_Personal,52
2023,aug,8/1/2023,Bihar,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,3
2023,aug,8/1/2023,Bihar,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,57
2023,aug,8/1/2023,Bihar,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,470
2023,aug,8/1/2023,Chhattisgarh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,645
2023,aug,8/1/2023,Chhattisgarh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,110
2023,aug,8/1/2023,Chhattisgarh,GOODS CARRIER,Others,Others,2
2023,aug,8/1/2023,Chhattisgarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1998
2023,aug,8/1/2023,Chhattisgarh,MOPED,2-Wheelers,2W_Personal,90
2023,aug,8/1/2023,Chhattisgarh,MOTOR CAB,4-Wheelers,4W_Shared,1
2023,aug,8/1/2023,Chhattisgarh,MOTOR CAR,4-Wheelers,4W_Personal,106
2023,aug,8/1/2023,Chhattisgarh,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,45
2023,aug,8/1/2023,Chhattisgarh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,267
2023,aug,8/1/2023,Chandigarh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,233
2023,aug,8/1/2023,Chandigarh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,47
2023,aug,8/1/2023,Chandigarh,GOODS CARRIER,Others,Others,1
2023,aug,8/1/2023,Chandigarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,125
2023,aug,8/1/2023,Chandigarh,MOTOR CAR,4-Wheelers,4W_Personal,80
2023,aug,8/1/2023,Chandigarh,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,12
2023,aug,8/1/2023,Chandigarh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,22
2023,aug,8/1/2023,DNH and DD,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,5
2023,aug,8/1/2023,DNH and DD,MOPED,2-Wheelers,2W_Personal,1
2023,aug,8/1/2023,DNH and DD,MOTOR CAR,4-Wheelers,4W_Personal,1
2023,aug,8/1/2023,DNH and DD,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,1
2023,aug,8/1/2023,DNH and DD,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1
2023,aug,8/1/2023,DNH and DD,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,1
2023,aug,8/1/2023,Delhi,BUS,Bus,Bus,88
2023,aug,8/1/2023,Delhi,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1512
2023,aug,8/1/2023,Delhi,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,173
2023,aug,8/1/2023,Delhi,GOODS CARRIER,Others,Others,27
2023,aug,8/1/2023,Delhi,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2115
2023,aug,8/1/2023,Delhi,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,1
2023,aug,8/1/2023,Delhi,MOTOR CAB,4-Wheelers,4W_Shared,33
2023,aug,8/1/2023,Delhi,MOTOR CAR,4-Wheelers,4W_Personal,407
2023,aug,8/1/2023,Delhi,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,564
2023,aug,8/1/2023,Goa,BUS,Bus,Bus,12
2023,aug,8/1/2023,Goa,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,689
2023,aug,8/1/2023,Goa,MOTOR CAR,4-Wheelers,4W_Personal,98
2023,aug,8/1/2023,Goa,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,5
2023,aug,8/1/2023,Andaman & Nicobar Island,MOTOR CAR,4-Wheelers,4W_Personal,3
2014,sep,9/1/2014,Andhra Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2014,sep,9/1/2014,Andhra Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,1
2014,sep,9/1/2014,Bihar,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2014,sep,9/1/2014,Chhattisgarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,9
2014,sep,9/1/2014,Delhi,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2014,sep,9/1/2014,Delhi,MOTOR CAR,4-Wheelers,4W_Personal,1
2014,sep,9/1/2014,Goa,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2014,sep,9/1/2014,Gujarat,FORK LIFT,Others,Others,6
2014,sep,9/1/2014,Gujarat,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3
2014,sep,9/1/2014,Haryana,MOTOR CAR,4-Wheelers,4W_Personal,1
2014,sep,9/1/2014,Karnataka,GOODS CARRIER,Others,Others,1
2014,sep,9/1/2014,Karnataka,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,10
2014,sep,9/1/2014,Karnataka,MOPED,2-Wheelers,2W_Personal,1
2014,sep,9/1/2014,Karnataka,MOTOR CAB,4-Wheelers,4W_Shared,1
2014,sep,9/1/2014,Karnataka,MOTOR CAR,4-Wheelers,4W_Personal,49
2014,sep,9/1/2014,Kerala,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2014,sep,9/1/2014,Kerala,MOTOR CAR,4-Wheelers,4W_Personal,1
2014,sep,9/1/2014,Maharashtra,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,47
2014,sep,9/1/2014,Maharashtra,MOPED,2-Wheelers,2W_Personal,1
2014,sep,9/1/2014,Maharashtra,MOTOR CAR,4-Wheelers,4W_Personal,4
2014,sep,9/1/2014,Madhya Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2014,sep,9/1/2014,Punjab,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2014,sep,9/1/2014,Punjab,MOPED,2-Wheelers,2W_Personal,5
2014,sep,9/1/2014,Rajasthan,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,5
2014,sep,9/1/2014,Tamil Nadu,CAMPER VAN / TRAILER (PRIVATE USE),Others,Others,1
2014,sep,9/1/2014,Tamil Nadu,EARTH MOVING EQUIPMENT,Others,Others,1
2014,sep,9/1/2014,Tamil Nadu,MAXI CAB,Others,Others,1
2014,sep,9/1/2014,Tamil Nadu,MOPED,2-Wheelers,2W_Personal,1
2014,sep,9/1/2014,Tamil Nadu,MOTOR CAR,4-Wheelers,4W_Personal,2
2014,sep,9/1/2014,Tamil Nadu,TRAILER (AGRICULTURAL),Others,Others,1
2014,sep,9/1/2014,Uttar Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3
2014,sep,9/1/2014,Uttar Pradesh,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,2
2015,sep,9/1/2015,Andhra Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2015,sep,9/1/2015,Assam,MOTOR CAR,4-Wheelers,4W_Personal,1
2015,sep,9/1/2015,Assam,TRACTOR (COMMERCIAL),Others,Others,1
2015,sep,9/1/2015,Assam,TRAILER (COMMERCIAL),Others,Others,2
2015,sep,9/1/2015,Bihar,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,10
2015,sep,9/1/2015,Chhattisgarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2015,sep,9/1/2015,Delhi,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,587
2015,sep,9/1/2015,Delhi,MOTOR CAR,4-Wheelers,4W_Personal,5
2015,sep,9/1/2015,Gujarat,FORK LIFT,Others,Others,3
2015,sep,9/1/2015,Gujarat,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3
2015,sep,9/1/2015,Gujarat,MOTOR CAR,4-Wheelers,4W_Personal,1
2015,sep,9/1/2015,Gujarat,TRAILER (AGRICULTURAL),Others,Others,2
2015,sep,9/1/2015,Haryana,AGRICULTURAL TRACTOR,Others,Others,3
2015,sep,9/1/2015,Jharkhand,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,64
2015,sep,9/1/2015,Karnataka,GOODS CARRIER,Others,Others,1
2015,sep,9/1/2015,Karnataka,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,10
2015,sep,9/1/2015,Karnataka,MOTOR CAB,4-Wheelers,4W_Shared,5
2015,sep,9/1/2015,Karnataka,MOTOR CAR,4-Wheelers,4W_Personal,19
2015,sep,9/1/2015,Karnataka,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,7
2015,sep,9/1/2015,Kerala,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2015,sep,9/1/2015,Kerala,MOTOR CAR,4-Wheelers,4W_Personal,1
2015,sep,9/1/2015,Maharashtra,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,80
2015,sep,9/1/2015,Maharashtra,MOTOR CAR,4-Wheelers,4W_Personal,12
2015,sep,9/1/2015,Maharashtra,TRAILER FOR PERSONAL USE,Others,Others,1
2015,sep,9/1/2015,Madhya Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,3
2015,sep,9/1/2015,Madhya Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2015,sep,9/1/2015,Punjab,MOTOR CAR,4-Wheelers,4W_Personal,1
2015,sep,9/1/2015,Punjab,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1
2015,sep,9/1/2015,Puducherry,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,6
2015,sep,9/1/2015,Rajasthan,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,92
2015,sep,9/1/2015,Rajasthan,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,1
2015,sep,9/1/2015,Rajasthan,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,9
2015,sep,9/1/2015,Rajasthan,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1
2015,sep,9/1/2015,Tamil Nadu,GOODS CARRIER,Others,Others,1
2015,sep,9/1/2015,Tamil Nadu,MAXI CAB,Others,Others,1
2015,sep,9/1/2015,Tamil Nadu,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2015,sep,9/1/2015,Tamil Nadu,MOTOR CAR,4-Wheelers,4W_Personal,2
2015,sep,9/1/2015,Tamil Nadu,TRAILER (AGRICULTURAL),Others,Others,4
2015,sep,9/1/2015,Uttar Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,8
2015,sep,9/1/2015,Uttar Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,7
2015,sep,9/1/2015,Uttar Pradesh,MOPED,2-Wheelers,2W_Personal,2
2015,sep,9/1/2015,West Bengal,MOTOR CAR,4-Wheelers,4W_Personal,3
2015,sep,9/1/2015,Jammu and Kashmir,MOTOR CAR,4-Wheelers,4W_Personal,1
2016,sep,9/1/2016,Andhra Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2016,sep,9/1/2016,Assam,GOODS CARRIER,Others,Others,1
2016,sep,9/1/2016,Assam,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1
2016,sep,9/1/2016,Bihar,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,164
2016,sep,9/1/2016,Bihar,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,19
2016,sep,9/1/2016,Chhattisgarh,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,6
2016,sep,9/1/2016,Chhattisgarh,GOODS CARRIER,Others,Others,1
2016,sep,9/1/2016,Chhattisgarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,5
2016,sep,9/1/2016,Chhattisgarh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1
2016,sep,9/1/2016,Chandigarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2016,sep,9/1/2016,Delhi,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1586
2016,sep,9/1/2016,Delhi,MOTOR CAR,4-Wheelers,4W_Personal,6
2016,sep,9/1/2016,Goa,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,6
2016,sep,9/1/2016,Gujarat,FORK LIFT,Others,Others,2
2016,sep,9/1/2016,Gujarat,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2016,sep,9/1/2016,Gujarat,MOTOR CAR,4-Wheelers,4W_Personal,1
2016,sep,9/1/2016,Gujarat,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,1
2016,sep,9/1/2016,Gujarat,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1
2016,sep,9/1/2016,Haryana,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,132
2016,sep,9/1/2016,Haryana,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2016,sep,9/1/2016,Haryana,MOTOR CAB,4-Wheelers,4W_Shared,1
2016,sep,9/1/2016,Haryana,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,39
2016,sep,9/1/2016,Jharkhand,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,6
2016,sep,9/1/2016,Jharkhand,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,91
2016,sep,9/1/2016,Karnataka,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2016,sep,9/1/2016,Karnataka,MOPED,2-Wheelers,2W_Personal,1
2016,sep,9/1/2016,Karnataka,MOTOR CAB,4-Wheelers,4W_Shared,1
2016,sep,9/1/2016,Karnataka,MOTOR CAR,4-Wheelers,4W_Personal,18
2016,sep,9/1/2016,Karnataka,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,11
2016,sep,9/1/2016,Karnataka,TRAILER (AGRICULTURAL),Others,Others,3
2016,sep,9/1/2016,Kerala,MOTOR CAR,4-Wheelers,4W_Personal,1
2016,sep,9/1/2016,Maharashtra,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,62
2016,sep,9/1/2016,Maharashtra,MOTOR CAR,4-Wheelers,4W_Personal,15
2016,sep,9/1/2016,Madhya Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,66
2016,sep,9/1/2016,Madhya Pradesh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,1
2016,sep,9/1/2016,Madhya Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2016,sep,9/1/2016,Punjab,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1
2016,sep,9/1/2016,Rajasthan,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,388
2016,sep,9/1/2016,Rajasthan,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,10
2016,sep,9/1/2016,Rajasthan,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,10
2016,sep,9/1/2016,Tamil Nadu,MOTOR CAR,4-Wheelers,4W_Personal,1
2016,sep,9/1/2016,Tamil Nadu,TRAILER (AGRICULTURAL),Others,Others,5
2016,sep,9/1/2016,Uttarakhand,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,206
2016,sep,9/1/2016,Uttarakhand,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,1
2016,sep,9/1/2016,Uttarakhand,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2016,sep,9/1/2016,Uttar Pradesh,AGRICULTURAL TRACTOR,Others,Others,2
2016,sep,9/1/2016,Uttar Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1201
2016,sep,9/1/2016,Uttar Pradesh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,4
2016,sep,9/1/2016,Uttar Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3
2016,sep,9/1/2016,Uttar Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1
2016,sep,9/1/2016,West Bengal,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,79
2016,sep,9/1/2016,West Bengal,MOTOR CAR,4-Wheelers,4W_Personal,2
2017,sep,9/1/2017,Assam,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,435
2017,sep,9/1/2017,Assam,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,1
2017,sep,9/1/2017,Assam,MOTOR CAR,4-Wheelers,4W_Personal,29
2017,sep,9/1/2017,Assam,TRAILER (COMMERCIAL),Others,Others,13
2017,sep,9/1/2017,Bihar,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,330
2017,sep,9/1/2017,Bihar,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2017,sep,9/1/2017,Bihar,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,1
2017,sep,9/1/2017,Bihar,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,13
2017,sep,9/1/2017,Chhattisgarh,AGRICULTURAL TRACTOR,Others,Others,1
2017,sep,9/1/2017,Chhattisgarh,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,6
2017,sep,9/1/2017,Chhattisgarh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,9
2017,sep,9/1/2017,Chhattisgarh,GOODS CARRIER,Others,Others,61
2017,sep,9/1/2017,Chhattisgarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,5
2017,sep,9/1/2017,Chhattisgarh,MOPED,2-Wheelers,2W_Personal,1
2017,sep,9/1/2017,Chhattisgarh,MOTOR CAR,4-Wheelers,4W_Personal,2
2017,sep,9/1/2017,Chhattisgarh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1
2017,sep,9/1/2017,Chhattisgarh,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,1
2017,sep,9/1/2017,Delhi,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1491
2017,sep,9/1/2017,Delhi,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,32
2017,sep,9/1/2017,Delhi,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2017,sep,9/1/2017,Delhi,MOPED,2-Wheelers,2W_Personal,4
2017,sep,9/1/2017,Delhi,MOTOR CAR,4-Wheelers,4W_Personal,3
2017,sep,9/1/2017,Goa,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
